CustomerID,Age,City,SignupDate,CustomerSegment
102615,23.0,Mashhad,2024-09-22,Regular
102616,50.0,Qom,2024-05-28,Regular
102617,65.0,Mashhad,2025-10-07,Regular
102618,20.0,Karaj,2025-11-17,Regular
102619,49.0,Karaj,2023-08-19,New
102620,63.0,Ahvaz,2025-11-13,Regular
102621,58.0,Mashhad,2025-07-15,Regular
102622,36.0,Karaj,2025-02-10,New
102623,22.0,Tehran,2024-02-22,New
102624,62.0,Tehran,2025-04-12,New
102625,62.0,Isfahan,2024-10-03,New
102626,45.0,Tehran,2025-09-11,New
102627,64.0,Rasht,2025-02-17,Regular
102628,18.0,Rasht,2025-11-21,Regular
102629,47.0,Tehran,2024-04-04,Regular
102630,19.0,Ahvaz,2023-04-01,New
102631,62.0,Isfahan,2024-06-22,Regular
102632,50.0,Karaj,2025-12-28,Regular
102633,61.0,Ahvaz,2024-12-18,New
102634,45.0,Shiraz,2025-02-08,New
102635,21.0,Tehran,2024-11-15,Regular
102636,19.0,Tehran,2024-10-11,New
102637,34.0,Isfahan,2023-03-09,New
102638,53.0,Rasht,2024-03-28,Regular
102639,25.0,Shiraz,2023-04-05,Regular
102640,58.0,Mashhad,2024-01-04,Regular
102641,29.0,Tehran,2025-02-27,Regular
102642,41.0,tehran,2025-05-30,Regular
102643,27.0,Mashhad,2023-09-02,Regular
102644,,Karaj,2024-12-17,VIP
102645,39.0,Karaj,2023-09-05,Regular
102646,18.0,,2023-08-08,VIP
102647,45.0,Tehran,2025-11-17,Regular
102648,55.0,,2024-10-29,New
102649,62.0,Mashhad,2023-08-05,New
102650,33.0,Karaj,2023-06-04,New
102651,60.0,Qom,2023-02-24,Regular
102652,60.0,Tehran,2024-06-28,New
102653,65.0,Shiraz,2023-04-21,Regular
102654,35.0,Tehran,2024-09-30,Regular
102655,58.0,Tehran,2024-04-19,Regular
102656,45.0,Karaj,2024-11-27,Regular
102657,20.0,Qom,2023-08-16,New
102658,30.0,Karaj,2023-06-09,New
102659,50.0,Tehran,2023-04-21,Regular
102660,25.0,Shiraz,2023-04-15,Regular
102661,38.0,Isfahan,2023-03-21,Regular
102662,55.0,Kerman,2023-10-11,Regular
102663,25.0,Tabriz,2025-05-26,Regular
102664,41.0,Rasht,2024-10-26,Regular
102665,28.0,Tehran,2023-10-02,New
102666,43.0,Isfahan,2025-10-17,Regular
102667,29.0,Karaj,2025-04-13,Regular
102668,64.0,Mashhad,2025-05-03,Regular
102669,21.0,Tabriz,2025-09-10,Regular
102670,64.0,Shiraz,2025-03-27,Regular
102671,56.0,Kerman,2025-11-13,New
102672,59.0,Tehran,2023-12-28,Regular
102673,58.0,Rasht,2025-07-26,New
102674,27.0,Mashhad,2023-05-03,Regular
102675,62.0,Isfahan,2023-11-25,New
102676,46.0,Shiraz,2025-09-03,New
102677,64.0,Tehran,2023-05-27,Regular
102678,60.0,Kerman,2024-07-02,Regular
102679,45.0,Rasht,2024-01-08,Regular
102680,35.0,Kerman,2023-04-21,Regular
102681,23.0,Kerman,2023-09-16,Regular
102682,22.0,Tabriz,2024-08-08,Regular
102683,36.0,Isfahan,2024-11-21,Regular
102684,56.0,Ahvaz,2025-01-09,New
102685,42.0,Tehran,2023-05-24,Regular
102686,41.0,Ahvaz,2023-12-17,Regular
102687,29.0,Isfahan,2023-04-25,Regular
102688,45.0,Tabriz,2023-01-11,VIP
102689,48.0,Mashhad,2024-03-03,New
102690,65.0,Mashhad,2024-11-11,Regular
102691,53.0,Tehran,2024-02-11,Regular
102692,47.0,,2023-02-13,Regular
102693,61.0,Mashhad,2023-08-29,Regular
102694,38.0,Tehran,2024-04-18,New
102695,62.0,Tehran,2024-01-25,Regular
102696,35.0,Shiraz,2025-06-22,Regular
102697,24.0,Mashhad,2024-10-16,Regular
102698,38.0,Ahvaz,2025-12-29,New
102699,24.0,Tehran,2023-07-12,New
102700,23.0,Shiraz,2024-02-10,VIP
102701,60.0,Tehran,2023-04-06,New
102702,56.0,Shiraz,2023-01-23,Regular
102703,28.0,Shiraz,2025-10-08,New
102704,58.0,Tabriz,2024-06-23,Regular
102705,21.0,Isfahan,2024-12-23,Regular
102706,31.0,Isfahan,2023-10-30,VIP
102707,51.0,Tehran,2023-02-26,Regular
102708,32.0,Isfahan,2025-09-04,New
102709,53.0,Mashhad,2024-12-21,New
102710,59.0,Tabriz,2025-02-18,New
102711,21.0,Isfahan,2024-08-07,Regular
102712,19.0,Karaj,2024-03-18,VIP
102713,63.0,Isfahan,2024-04-07,New
102714,42.0,Tehran,2025-04-14,Regular
102715,42.0,Tehran,2023-09-06,Regular
102716,40.0,Tehran,2024-01-09,Regular
102717,38.0,Shiraz,2023-12-03,Regular
102718,51.0,Ahvaz,2024-07-25,Regular
102719,45.0,Karaj,2025-11-25,New
102720,25.0,Isfahan,2025-10-07,Regular
102721,48.0,Tehran,2024-08-19,Regular
102722,50.0,Ahvaz,2023-08-08,Regular
102723,23.0,Tehran,2025-10-26,New
102724,36.0,Mashhad,2023-12-09,Regular
102725,55.0,Ahvaz,2024-01-26,VIP
102726,47.0,Mashhad,2025-08-27,Regular
102727,24.0,Tehran,2023-10-16,New
102728,19.0,Tehran,2024-05-20,VIP
102729,45.0,Tabriz,2025-09-30,New
102730,40.0,Tehran,2023-12-15,Regular
102731,64.0,Tabriz,2024-11-14,New
102732,43.0,Isfahan,2023-02-10,Regular
102733,62.0,Mashhad,2025-12-26,New
102734,28.0,Tehran,2024-04-03,Regular
102735,39.0,Qom,2025-01-03,VIP
102736,24.0,Mashhad,2024-07-02,Regular
102737,45.0,Karaj,2024-04-20,New
102738,27.0,Isfahan,2024-03-20,New
102739,41.0,Tehran,2023-01-20,New
102740,34.0,Isfahan,2023-10-31,New
102741,26.0,Isfahan,2024-02-21,Regular
102742,22.0,Isfahan,2024-02-09,Regular
102743,42.0,Qom,2023-10-27,VIP
102744,63.0,Rasht,2024-12-04,Regular
102745,27.0,Qom,2025-06-26,VIP
102746,37.0,Shiraz,2025-09-02,Regular
102747,28.0,Shiraz,2025-11-30,Regular
102748,56.0,Tabriz,2024-12-12,Regular
102749,37.0,Mashhad,2024-03-26,Regular
102750,64.0,Qom,2024-12-08,New
102751,29.0,Ahvaz,2023-05-25,Regular
102752,21.0,Tehran,2025-06-13,Regular
102753,45.0,Rasht,2024-08-08,New
102754,49.0,Ahvaz,2023-06-30,Regular
102755,65.0,Isfahan,2024-04-11,New
102756,59.0,Rasht,2023-11-26,Regular
102757,60.0,Tehran,2024-01-18,Regular
102758,48.0,Tehran,2023-02-25,Regular
102759,35.0,Mashhad,2023-01-18,Regular
102760,38.0,Shiraz,2024-01-18,Regular
102761,24.0,Mashhad,2023-11-27,Regular
102762,38.0,Rasht,2025-12-29,VIP
102763,35.0,Tehran,2023-10-15,Regular
102764,19.0,Mashhad,2023-12-27,Regular
102765,27.0,Tabriz,2025-09-29,Regular
102766,43.0,Tehran,2025-07-30,Regular
102767,35.0,Karaj,2023-03-04,Regular
102768,65.0,Mashhad,2023-04-04,VIP
102769,40.0,Kerman,2023-04-15,Regular
102770,64.0,Karaj,2024-05-18,Regular
102771,49.0,Tehran,2024-09-18,New
102772,19.0,Tehran,2024-01-20,New
102773,27.0,Tehran,2023-01-15,New
102774,51.0,Kerman,2023-08-09,New
102775,44.0,Karaj,2024-11-03,Regular
102776,32.0,Isfahan,2024-02-12,Regular
102777,43.0,Tehran,2023-05-16,Regular
102778,61.0,Ahvaz,2024-12-14,Regular
102779,36.0,Tehran,2024-11-02,New
102780,20.0,Karaj,2024-06-20,Regular
102781,32.0,Karaj,2025-10-26,New
102782,62.0,Mashhad,2025-07-13,New
102783,54.0,Isfahan,2023-02-13,VIP
102784,58.0,Tehran,2025-09-17,New
102785,61.0,Mashhad,2023-02-24,New
102786,23.0,Kerman,2024-06-11,Regular
102787,31.0,Karaj,2025-09-14,Regular
102788,20.0,Ahvaz,2025-12-10,Regular
102789,18.0,Shiraz,2023-01-25,Regular
102790,58.0,Tehran,2023-03-20,Regular
102791,62.0,Karaj,2023-09-22,Regular
102792,25.0,Isfahan,2023-10-30,Regular
102793,52.0,Tehran,2023-11-02,New
102794,43.0,Isfahan,2024-04-01,Regular
102795,,,2023-12-16,New
102796,61.0,Karaj,2024-09-30,New
102797,59.0,Tehran,2025-07-24,VIP
102798,45.0,Ahvaz,2024-08-20,Regular
102799,51.0,Mashhad,2023-12-30,New
102800,37.0,Tehran,2024-09-13,Regular
102801,56.0,Tehran,2024-11-10,New
102802,39.0,Qom,2025-09-08,Regular
102803,65.0,Mashhad,2025-11-03,Regular
102804,21.0,Isfahan,2023-10-31,VIP
102805,26.0,Tehran,2025-10-02,New
102806,64.0,Karaj,2025-06-13,New
102807,31.0,Qom,2023-05-21,VIP
102808,32.0,Mashhad,2024-09-03,Regular
102809,55.0,Rasht,2023-06-16,New
102810,27.0,Tehran,2024-06-21,Regular
102811,42.0,Tehran,2023-02-18,Regular
102812,31.0,Shiraz,2023-11-24,Regular
102813,27.0,Karaj,2024-10-05,Regular
102814,64.0,Tehran,2023-11-29,Regular
102815,27.0,Shiraz,2023-01-12,VIP
102816,22.0,Mashhad,2024-03-01,Regular
102817,50.0,Shiraz,2024-08-15,New
102818,59.0,Tabriz,2025-04-16,Regular
102819,24.0,Kerman,2023-05-30,Regular
102820,51.0,Isfahan,2024-06-06,Regular
102821,43.0,Tabriz,2023-08-06,New
102822,57.0,Shiraz,2023-06-18,Regular
102823,24.0,Mashhad,2023-05-14,Regular
102824,64.0,Tehran,2025-04-12,VIP
102825,47.0,Kerman,2025-10-03,Regular
102826,58.0,Tehran,2024-12-27,Regular
102827,35.0,Qom,2024-02-19,Regular
102828,63.0,Tehran,2025-11-05,New
102829,48.0,Qom,2024-06-28,Regular
102830,24.0,Tehran,2024-08-02,New
102831,62.0,Kerman,2024-11-25,Regular
102832,56.0,Karaj,2024-12-17,Regular
102833,32.0,Tehran,2024-06-22,New
102834,44.0,Karaj,2024-06-08,Regular
102835,36.0,Tabriz,2023-12-15,VIP
102836,44.0,Mashhad,2025-01-15,New
102837,64.0,Tehran,2025-01-06,VIP
102838,61.0,Karaj,2024-04-22,New
102839,,Karaj,2025-02-18,New
102840,64.0,Mashhad,2023-05-31,Regular
102841,39.0,Ahvaz,2024-03-31,New
102842,51.0,Tehran,2025-12-16,Regular
102843,54.0,Tehran,2025-03-14,Regular
102844,41.0,Shiraz,2025-02-27,Regular
102845,39.0,Tehran,2025-08-03,Regular
102846,39.0,Tehran,2024-10-28,Regular
102847,59.0,Isfahan,2024-12-26,Regular
102848,36.0,Mashhad,2024-06-11,Regular
102849,31.0,Tehran,2025-06-23,Regular
102850,35.0,Karaj,2025-02-18,Regular
102851,27.0,Shiraz,2024-07-27,Regular
102852,36.0,Ahvaz,2023-05-19,Regular
102853,23.0,Shiraz,2025-06-01,Regular
102854,22.0,Isfahan,2023-12-24,New
102855,52.0,Tehran,2024-01-29,Regular
102856,21.0,Qom,2023-05-17,Regular
102857,45.0,Tehran,2023-08-26,New
102858,55.0,Tehran,2023-05-18,Regular
102859,52.0,Ahvaz,2023-04-17,Regular
102860,39.0,Karaj,2023-01-24,New
102861,27.0,Tabriz,2023-11-19,VIP
102862,62.0,Tehran,2025-04-07,VIP
102863,58.0,Tehran,2025-08-03,Regular
102864,47.0,Isfahan,2023-09-06,New
102865,22.0,Karaj,2024-04-09,Regular
102866,19.0,Isfahan,2025-06-30,Regular
102867,33.0,Tehran,2025-02-13,Regular
102868,25.0,Tehran,2025-09-17,Regular
102869,59.0,Shiraz,2024-04-05,Regular
102870,27.0,Karaj,2023-07-04,Regular
102871,31.0,Tehran,2023-06-06,VIP
102872,64.0,Tehran,2025-02-15,Regular
102873,57.0,Tehran,2023-01-29,VIP
102874,28.0,Tehran,2024-05-19,Regular
102875,36.0,Shiraz,2024-01-22,New
102876,42.0,Tehran,2025-10-03,Regular
102877,49.0,Tabriz,2025-12-29,New
102878,62.0,Karaj,2024-06-14,New
102879,59.0,Kerman,2024-09-27,VIP
102880,64.0,Rasht,2024-02-19,Regular
102881,19.0,Tehran,2025-04-30,Regular
102882,29.0,Tehran,2023-11-19,VIP
102883,45.0,Mashhad,2025-03-26,Regular
102884,20.0,Karaj,2025-09-16,New
102885,35.0,Tehran,2023-07-08,New
102886,25.0,Mashhad,2023-09-05,Regular
102887,62.0,Mashhad,2024-02-19,New
102888,21.0,Tehran,2025-06-25,New
102889,25.0,Karaj,2024-12-02,Regular
102890,27.0,Tabriz,2023-08-01,New
102891,25.0,Shiraz,2024-02-07,Regular
102892,45.0,Rasht,2024-12-05,New
102893,,Tehran,2025-11-22,Regular
102894,61.0,Tehran,2024-05-08,Regular
102895,30.0,Mashhad,2023-03-23,Regular
102896,43.0,Tabriz,2023-04-25,New
102897,49.0,Shiraz,2023-02-01,New
102898,48.0,Tehran,2023-05-18,New
102899,56.0,Kerman,2024-03-27,New
102900,27.0,Mashhad,2023-11-05,Regular
102901,42.0,Mashhad,2023-11-26,New
102902,56.0,Tabriz,2025-04-19,New
102903,59.0,Rasht,2024-06-06,New
102904,47.0,Tabriz,2025-03-09,Regular
102905,49.0,Kerman,2024-08-16,Regular
102906,59.0,Tehran,2023-08-13,Regular
102907,47.0,Tabriz,2025-11-04,Regular
102908,63.0,Qom,2024-06-05,Regular
102909,24.0,Isfahan,2025-07-04,New
102910,34.0,Mashhad,2023-04-17,Regular
102911,23.0,Kerman,2025-07-19,Regular
102912,22.0,Tehran,2025-02-22,Regular
102913,40.0,Isfahan,2023-10-01,New
102914,28.0,Ahvaz,2025-05-18,VIP
102915,37.0,Rasht,2025-03-24,Regular
102916,39.0,Kerman,2025-09-05,New
102917,47.0,Ahvaz,2023-08-18,VIP
102918,63.0,Tehran,2025-08-27,New
102919,58.0,Rasht,2025-04-14,New
102920,36.0,,2024-01-05,New
102921,33.0,Tabriz,2024-01-19,VIP
102922,54.0,Mashhad,2023-10-06,New
102923,23.0,Qom,2024-06-06,Regular
102924,43.0,Shiraz,2025-09-08,Regular
102925,38.0,Ahvaz,2025-07-06,Regular
102926,26.0,Tehran,2023-06-09,Regular
102927,47.0,Tehran,2023-05-24,New
102928,33.0,Isfahan,2023-03-06,Regular
102929,26.0,Tehran,2024-11-03,Regular
102930,49.0,Karaj,2023-12-11,Regular
102931,26.0,Mashhad,2025-04-13,New
102932,50.0,,2025-04-12,Regular
102933,25.0,Tehran,2023-08-05,Regular
102934,38.0,Tehran,2025-01-30,Regular
102935,56.0,Tabriz,2025-04-17,Regular
102936,28.0,Mashhad,2025-12-16,New
102937,54.0,Tehran,2025-03-02,New
102938,52.0,Tehran,2024-01-29,New
102939,61.0,Tehran,2025-12-30,Regular
102940,26.0,Tabriz,2023-10-30,New
102941,52.0,Tehran,2025-05-31,New
102942,62.0,Mashhad,2024-02-19,New
102943,54.0,Karaj,2025-10-20,New
102944,27.0,Shiraz,2025-05-06,Regular
102945,57.0,Shiraz,2024-10-18,Regular
102946,23.0,Tehran,2023-08-23,Regular
102947,46.0,Rasht,2023-07-26,Regular
102948,41.0,Isfahan,2025-11-03,Regular
102949,43.0,Mashhad,2025-05-27,Regular
102950,42.0,Rasht,2024-07-15,Regular
102951,19.0,Tabriz,2025-08-18,Regular
102952,42.0,Tabriz,2025-05-07,Regular
102953,62.0,Ahvaz,2024-02-29,Regular
102954,38.0,Tehran,2025-06-24,Regular
102955,31.0,Ahvaz,2025-05-21,Regular
102956,65.0,Tabriz,2024-06-08,Regular
102957,22.0,Mashhad,2023-01-22,Regular
102958,41.0,Tehran,2025-03-22,New
102959,42.0,Tehran,2024-01-07,Regular
102960,40.0,Rasht,2024-02-04,VIP
102961,62.0,Tehran,2025-02-20,Regular
102962,38.0,Tehran,2025-06-06,New
102963,64.0,Karaj,2023-04-07,Regular
102964,21.0,Karaj,2025-06-21,New
102965,53.0,Tehran,2023-11-17,Regular
102966,46.0,Qom,2024-09-11,Regular
102967,29.0,Shiraz,2025-08-09,Regular
102968,28.0,Ahvaz,2023-08-27,Regular
102969,52.0,Tehran,2023-08-30,New
102970,48.0,Tehran,2025-11-28,Regular
102971,47.0,Tabriz,2024-02-13,New
102972,20.0,Tehran,2025-11-02,Regular
102973,46.0,Shiraz,2024-01-27,Regular
102974,65.0,Tehran,2024-11-09,New
102975,18.0,Karaj,2024-07-12,VIP
102976,40.0,Rasht,2025-12-13,Regular
102977,41.0,Ahvaz,2024-08-25,New
102978,61.0,Kerman,2024-07-04,Regular
102979,31.0,Rasht,2024-05-25,New
102980,40.0,Isfahan,2024-02-16,New
102981,52.0,Mashhad,2024-04-26,VIP
102982,20.0,Rasht,2024-05-19,Regular
102983,56.0,Rasht,2025-04-16,Regular
102984,57.0,Kerman,2023-02-20,Regular
102985,52.0,Karaj,2024-07-02,VIP
102986,49.0,Tehran,2024-08-24,Regular
102987,53.0,Rasht,2025-04-04,New
102988,55.0,Rasht,2024-12-30,New
102989,61.0,Tabriz,2024-04-17,Regular
102990,38.0,Ahvaz,2023-04-30,New
102991,39.0,Shiraz,2024-02-12,Regular
102992,48.0,Rasht,2023-10-07,New
102993,,Tehran,2023-08-12,Regular
102994,59.0,Ahvaz,2025-02-28,New
102995,54.0,Tehran,2024-06-07,Regular
102996,48.0,Mashhad,2025-05-18,Regular
102997,32.0,Tehran,2023-06-01,New
102998,34.0,Isfahan,2025-12-15,Regular
102999,38.0,Tehran,2024-06-02,Regular
103000,49.0,Kerman,2023-10-05,Regular
103001,55.0,Shiraz,2024-02-02,Regular
103002,50.0,Rasht,2025-07-10,New
103003,62.0,Tehran,2025-02-16,New
103004,64.0,Tehran,2023-07-08,New
103005,,Karaj,2025-12-20,New
103006,35.0,Karaj,2023-05-24,VIP
103007,46.0,Shiraz,2023-10-29,Regular
103008,38.0,Qom,2025-03-09,Regular
103009,48.0,Ahvaz,2024-08-03,Regular
103010,56.0,,2024-05-03,VIP
103011,35.0,Kerman,2025-10-11,New
103012,42.0,Karaj,2025-05-19,New
103013,20.0,Tabriz,2025-11-19,Regular
103014,53.0,Mashhad,2023-11-06,Regular
103015,41.0,Tehran,2025-07-20,New
103016,40.0,Tehran,2023-08-22,Regular
103017,43.0,Karaj,2025-06-01,New
103018,28.0,Karaj,2024-08-23,Regular
103019,46.0,Mashhad,2024-10-16,Regular
103020,53.0,Tabriz,2023-05-07,New
103021,34.0,Tehran,2025-08-20,Regular
103022,24.0,Tehran,2023-11-02,Regular
103023,36.0,Rasht,2024-10-16,Regular
103024,27.0,Isfahan,2023-07-02,Regular
103025,35.0,Tehran,2025-10-10,Regular
103026,48.0,Isfahan,2023-12-17,New
103027,23.0,Mashhad,2025-04-15,New
103028,53.0,Karaj,2025-04-18,Regular
103029,28.0,Kerman,2024-08-25,Regular
103030,60.0,Shiraz,2023-05-13,New
103031,53.0,Shiraz,2023-11-03,VIP
103032,31.0,Mashhad,2024-10-31,Regular
103033,45.0,Shiraz,2024-08-09,New
103034,23.0,Mashhad,2024-10-02,New
103035,22.0,Tehran,2023-10-01,Regular
103036,63.0,Ahvaz,2024-08-12,New
103037,56.0,Isfahan,2023-04-04,VIP
103038,25.0,Isfahan,2024-06-14,Regular
103039,31.0,Tehran,2023-04-11,New
103040,27.0,Ahvaz,2024-12-27,Regular
103041,36.0,Tehran,2024-09-12,New
103042,,Isfahan,2025-07-21,Regular
103043,,Ahvaz,2024-05-20,New
103044,43.0,Isfahan,2023-06-27,Regular
103045,27.0,Rasht,2023-09-15,Regular
103046,60.0,Tehran,2025-06-10,VIP
103047,52.0,Karaj,2025-11-15,New
103048,54.0,Kerman,2023-03-09,Regular
103049,26.0,Shiraz,2025-01-10,Regular
103050,51.0,Karaj,2024-06-11,Regular
103051,58.0,Mashhad,2023-10-10,Regular
103052,26.0,Karaj,2024-07-14,VIP
103053,54.0,Rasht,2025-10-21,Regular
103054,35.0,Karaj,2023-08-05,Regular
103055,55.0,Rasht,2025-07-05,Regular
103056,40.0,Shiraz,2023-04-09,Regular
103057,56.0,tehran,2025-02-28,Regular
103058,25.0,Mashhad,2023-03-24,Regular
103059,36.0,Karaj,2023-03-08,New
103060,31.0,Ahvaz,2023-02-10,Regular
103061,29.0,Tabriz,2025-05-31,Regular
103062,32.0,Tehran,2024-09-20,Regular
103063,36.0,Shiraz,2025-01-25,Regular
103064,24.0,Karaj,2023-06-20,Regular
103065,51.0,Rasht,2025-10-06,New
103066,44.0,Tehran,2025-06-04,Regular
103067,57.0,tehran,2024-06-19,Regular
103068,51.0,Isfahan,2025-09-11,New
103069,25.0,Tehran,2023-06-06,New
103070,21.0,Kerman,2023-11-17,Regular
103071,38.0,Isfahan,2023-02-23,Regular
103072,41.0,Shiraz,2023-06-30,VIP
103073,29.0,Tehran,2025-07-10,Regular
103074,55.0,Isfahan,2024-03-24,Regular
103075,45.0,Kerman,2024-12-07,New
103076,53.0,Isfahan,2025-08-23,VIP
103077,23.0,Tehran,2025-04-16,Regular
103078,57.0,Tehran,2024-03-13,VIP
103079,27.0,Kerman,2024-01-17,Regular
103080,39.0,Kerman,2023-04-29,New
103081,39.0,Tehran,2025-06-27,Regular
103082,57.0,Tabriz,2025-12-14,Regular
103083,31.0,Tehran,2024-07-01,New
103084,29.0,Shiraz,2024-07-01,New
103085,34.0,Tehran,2025-07-17,New
103086,35.0,Qom,2024-01-10,Regular
103087,26.0,Rasht,2024-03-21,VIP
103088,26.0,Tehran,2025-09-05,Regular
103089,29.0,Isfahan,2024-02-20,Regular
103090,40.0,Tehran,2025-10-12,New
103091,34.0,Mashhad,2023-06-26,Regular
103092,36.0,Mashad,2024-06-28,Regular
103093,52.0,,2024-06-20,New
103094,29.0,Kerman,2023-12-02,Regular
103095,61.0,Tehran,2025-11-20,New
103096,54.0,Ahvaz,2024-06-12,Regular
103097,26.0,Tehran,2025-08-20,Regular
103098,33.0,Shiraz,2023-08-29,New
103099,26.0,Isfahan,2024-01-18,Regular
103100,31.0,Rasht,2024-06-07,Regular
103101,35.0,Tehran,2024-09-09,New
103102,24.0,Tehran,2023-09-09,Regular
103103,18.0,Karaj,2023-12-09,Regular
103104,39.0,Karaj,2024-11-12,Regular
103105,51.0,Karaj,2023-11-01,New
103106,32.0,Tehran,2025-04-12,Regular
103107,59.0,Tehran,2024-06-06,New
103108,35.0,Ahvaz,2025-11-27,New
103109,,Tabriz,2023-09-18,New
103110,29.0,Tabriz,2025-07-11,New
103111,43.0,Mashhad,2024-06-20,New
103112,54.0,Tehran,2023-04-05,Regular
103113,20.0,Rasht,2025-02-11,Regular
103114,62.0,Karaj,2023-08-20,New
103115,35.0,Tehran,2023-06-01,New
103116,41.0,Rasht,2024-08-05,VIP
103117,48.0,Shiraz,2025-05-10,Regular
103118,48.0,Mashhad,2023-10-10,New
103119,19.0,Mashhad,2024-11-13,Regular
103120,59.0,Karaj,2023-01-16,New
103121,47.0,Mashhad,2023-07-22,VIP
103122,65.0,Shiraz,2025-04-06,Regular
103123,40.0,Karaj,2023-01-15,New
103124,47.0,Tehran,2024-01-27,Regular
103125,39.0,Rasht,2024-07-10,Regular
103126,60.0,Mashhad,2023-03-14,New
103127,57.0,Isfahan,2025-12-07,New
103128,61.0,Karaj,2024-07-11,Regular
103129,42.0,Tabriz,2024-01-06,New
103130,55.0,Isfahan,2025-12-06,New
103131,35.0,Tabriz,2024-09-03,Regular
103132,40.0,Rasht,2025-01-12,Regular
103133,54.0,Qom,2023-04-09,Regular
103134,21.0,Qom,2023-06-23,Regular
103135,52.0,Tehran,2023-02-19,Regular
103136,18.0,Isfahan,2024-07-17,Regular
103137,45.0,Shiraz,2025-07-04,Regular
103138,40.0,Tehran,2025-09-14,New
103139,40.0,Karaj,2024-09-20,New
103140,41.0,Mashhad,2023-03-01,New
103141,41.0,Mashhad,2024-11-16,Regular
103142,37.0,Tehran,2024-11-29,Regular
103143,39.0,Mashhad,2024-10-15,Regular
103144,45.0,Mashhad,2025-02-28,Regular
103145,54.0,Tabriz,2024-09-02,Regular
103146,44.0,Shiraz,2025-02-09,New
103147,48.0,Tehran,2024-06-16,Regular
103148,58.0,Tehran,2023-06-14,Regular
103149,65.0,Qom,2023-03-29,Regular
103150,23.0,Tehran,2025-09-20,Regular
103151,52.0,Shiraz,2024-04-27,New
103152,28.0,Shiraz,2023-12-19,VIP
103153,27.0,Shiraz,2023-11-18,Regular
103154,56.0,Ahvaz,2023-02-26,Regular
103155,21.0,Tabriz,2025-10-31,Regular
103156,58.0,Kerman,2023-04-02,Regular
103157,54.0,Ahvaz,2023-08-28,New
103158,65.0,Tehran,2024-05-16,Regular
103159,50.0,Tehran,2024-01-28,New
103160,59.0,Mashhad,2023-02-13,New
103161,23.0,Mashhad,2023-12-27,New
103162,60.0,Shiraz,2025-05-03,Regular
103163,25.0,Tehran,2023-10-02,Regular
103164,33.0,Tehran,2025-08-06,Regular
103165,24.0,Mashhad,2024-01-30,New
103166,37.0,Tabriz,2023-01-15,New
103167,53.0,Karaj,2023-04-30,Regular
103168,30.0,Kerman,2025-06-05,Regular
103169,57.0,Tehran,2024-03-20,New
103170,47.0,tehran,2025-12-10,Regular
103171,48.0,Kerman,2025-05-13,New
103172,63.0,Karaj,2023-02-03,Regular
103173,38.0,Shiraz,2023-12-09,Regular
103174,34.0,,2025-03-04,Regular
103175,65.0,Tehran,2023-03-11,Regular
103176,44.0,Rasht,2025-12-30,VIP
103177,47.0,Tabriz,2023-07-02,New
103178,32.0,Shiraz,2025-05-22,New
103179,28.0,tehran,2025-07-09,VIP
103180,26.0,Mashhad,2024-07-07,Regular
103181,28.0,Tehran,2025-05-29,Regular
103182,27.0,Karaj,2025-08-26,New
103183,53.0,Isfahan,2025-03-15,New
103184,20.0,Tehran,2025-02-14,Regular
103185,48.0,Mashhad,2024-03-01,Regular
103186,63.0,Rasht,2023-11-17,New
103187,54.0,Mashhad,2025-08-08,New
103188,37.0,Isfahan,2023-09-03,Regular
103189,20.0,Tabriz,2024-03-29,Regular
103190,58.0,Qom,2024-07-15,VIP
103191,18.0,Tabriz,2024-03-03,Regular
103192,50.0,Ahvaz,2024-02-13,New
103193,50.0,Tehran,2024-10-18,New
103194,27.0,Rasht,2023-12-27,Regular
103195,53.0,Rasht,2025-12-18,New
103196,26.0,Shiraz,2023-07-14,New
103197,28.0,Tabriz,2024-03-01,New
103198,56.0,Tehran,2025-07-14,New
103199,,Isfahan,2024-06-04,Regular
103200,30.0,Tehran,2025-02-10,New
103201,62.0,Tehran,2024-12-09,Regular
103202,61.0,Kerman,2023-12-29,Regular
103203,54.0,Tehran,2025-03-25,New
103204,24.0,Shiraz,2023-09-18,Regular
103205,32.0,Mashhad,2025-04-01,Regular
103206,50.0,Mashhad,2023-05-21,Regular
103207,65.0,Mashhad,2025-01-30,Regular
103208,57.0,Mashhad,2023-05-04,Regular
103209,38.0,Tabriz,2025-08-09,VIP
103210,29.0,Kerman,2024-11-15,Regular
103211,64.0,Isfahan,2023-02-14,Regular
103212,31.0,Kerman,2023-04-30,Regular
103213,34.0,Tabriz,2023-07-25,Regular
103214,64.0,Tabriz,2025-11-17,New
103215,44.0,Tehran,2024-10-07,Regular
103216,30.0,Tehran,2023-11-02,Regular
103217,18.0,Ahvaz,2023-10-31,New
103218,38.0,Shiraz,2023-01-29,Regular
103219,65.0,Isfahan,2023-08-11,VIP
103220,38.0,Qom,2025-07-25,New
103221,51.0,Mashhad,2024-10-17,New
103222,30.0,Qom,2024-02-07,VIP
103223,55.0,Mashhad,2023-01-24,New
103224,55.0,Rasht,2024-01-11,Regular
103225,47.0,Tehran,2024-02-24,New
103226,55.0,Tehran,2023-05-10,New
103227,45.0,Karaj,2024-10-26,New
103228,36.0,Tehran,2024-12-24,New
103229,53.0,Rasht,2025-12-29,VIP
103230,58.0,Tabriz,2024-01-28,New
